time,server2,server3,server4
153,918926400,37939520,-
154,918926400,40087040,-
155,918456000,39371199,-
156,918926400,39371200,-
157,918455999,40087040,-
158,918926400,39371200,-
159,918456000,40087040,-
160,918926399,40802879,-
161,917868000,38655360,-
162,918926399,40087040,-
163,931039200,34360320,-
164,918455999,31496960,-
165,918926399,39371199,-
166,917868000,40802880,-
167,919396799,38655360,-
168,917868000,40087039,-
169,918926399,39371200,-
170,919161599,40802879,-
171,918338400,40802880,-
172,918808799,40087039,-
173,918573600,37939519,-
174,918926399,40802880,-
175,925747199,38655359,-
176,918808800,32212800,-
177,919043999,40802879,-
178,918338400,40087039,-
179,924335999,40802880,-
180,918338399,31496959,-
181,918926400,38655360,-
182,918455999,40087039,-
183,918926400,39371199,-
184,917985599,40087040,-
185,919396799,39371199,-
186,918926400,40087040,-
187,917867999,39371199,-
188,918926400,39371199,-
189,918455999,40087040,-
190,919043999,39371199,-
191,918456000,40087040,-
192,918926399,39371199,-
193,917985600,40087039,-
194,918808799,39371200,-
195,918926399,40087039,-
196,918456000,39371200,-
197,918926399,40087039,-
198,918456000,40087039,-
199,918926399,40087040,-
200,918455999,40087039,-
201,918926400,37939520,-
202,917985599,40087039,-
203,918926400,40802879,-
204,918926399,38655360,-
205,918455999,39371199,-
206,918926400,39371200,-
207,918455999,40087039,-
208,918926400,40087039,-
209,917985599,39371200,-
210,933743999,40802879,-
211,925159200,25054400,-
212,918926399,32928639,-
213,918456000,37939519,-
214,918926399,40087040,-
215,918338399,39371199,-
216,918926400,39371200,-
217,918455999,40087039,-
218,918573600,40087039,-
219,918926399,38655360,-
220,918455999,40802879,-
221,918808800,39371200,-
222,917985599,40087039,-
223,919514400,38655359,-
224,917867999,40087040,-
225,918926399,40087039,-
226,918926400,40087040,-
227,918338399,40087039,-
228,919044000,39371199,-
229,918455999,38655360,-
230,919043999,39371199,-
231,917868000,40802880,-
232,918926399,40087039,-
233,918456000,39371199,-
234,918926399,38655360,-
235,918926399,40087039,-
236,918456000,40087040,-
237,923042399,40087039,-
238,918808800,34360319,-
239,918573599,39371200,-
240,918808799,40802879,-
241,917985600,38655360,-
242,919396799,40802879,-
243,917985600,40802879,-
244,919043999,37223680,-
245,918455999,40087039,-
246,918926400,40087040,-
247,918926399,39371199,-
248,918456000,39371199,-
249,918926399,40087040,-
250,917867999,40087039,-
251,918926400,38655360,-
252,918455999,40087039,-
253,918926400,39371199,-
254,918455999,40087040,-
255,918926399,40802879,-
256,919044000,40087040,-
257,917867999,37939519,-
258,918926400,39371199,-
259,918455999,40802880,-
260,918926399,39371199,-
261,918338400,40087040,-
262,919043999,40802879,-
263,918456000,38655359,-
264,918926399,40802880,-
265,918808799,39371199,-
266,917985600,37939520,-
267,919396799,39371199,-
268,917868000,40802879,-
269,919161599,40087040,-
270,918455999,37939519,-
271,918926400,40087040,-
272,918455999,40087039,-
273,918926400,37939519,-
274,918808799,42234560,-
275,917867999,38655359,-
276,919044000,39371200,-
277,918338399,40802879,-
278,918926400,39371199,-
279,918455999,38655360,-
280,918926399,40087039,-
281,918573600,40802880,-
282,918808799,38655359,-
283,919044000,40087039,-
284,924335999,40087040,-
285,918455999,32928639,-
286,918926400,42950400,-
287,917867999,39371199,-
288,918926400,36507839,-
289,918455999,40802880,-
290,-,37939519,-
291,-,40802880,-
292,918455999,40087039,-
293,919044000,40802879,-
294,917867999,37939520,-
295,918926399,39371199,-
296,918338400,40802880,-
297,918926399,40802879,-
298,918573600,37939519,-
299,919738625,37223680,-
300,-,38655359,-
301,-,38655360,-
302,-,5726719,-
303,-,27333646,-
