20200218181057.186,10.0.1.194,8001,10.0.1.199,49488,9,0.1-0.2,226380,18110400,0.915,650,804,80.846,0
20200218181057.186,10.0.1.194,8001,10.0.1.199,53066,11,0.1-0.2,227850,18228000,1.035,658,813,80.935,0
20200218181057.186,10.0.1.194,8001,10.0.1.199,50804,13,0.1-0.2,214620,17169600,0.702,673,819,82.173,0
20200218181057.186,10.0.1.194,8001,10.0.1.199,33247,7,0.1-0.2,196980,15758400,1.357,677,811,83.477,0
20200218181057.186,10.0.1.194,8001,10.0.1.199,50732,10,0.1-0.2,216090,17287200,1.173,672,819,82.051,0
20200218181057.186,10.0.1.194,0,10.0.1.199,0,-1,0.1-0.2,2171190,173695200,1.357,6652,8129,81.830,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,50982,3,0.2-0.3,245490,19639199,1.123,637,804,79.229,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,44369,4,0.2-0.3,273420,21873599,1.054,627,813,77.122,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,48194,6,0.2-0.3,285180,22814399,0.994,619,813,76.138,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,34822,8,0.2-0.3,285180,22814399,1.246,626,820,76.341,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,42168,5,0.2-0.3,288120,23049599,1.176,629,825,76.242,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,49488,9,0.2-0.3,257250,20579999,1.145,645,820,78.659,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,53066,11,0.2-0.3,305760,24460799,0.867,612,820,74.634,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,50804,13,0.2-0.3,326340,26107199,0.715,588,810,72.593,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,33247,7,0.2-0.3,285180,22814399,1.016,620,814,76.167,0
20200218181057.287,10.0.1.194,8001,10.0.1.199,50732,10,0.2-0.3,242550,19403999,1.160,649,814,79.730,0
20200218181057.287,10.0.1.194,0,10.0.1.199,0,-1,0.2-0.3,2794470,223557599,1.246,6252,8153,76.683,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,50982,3,0.3-0.4,230790,18463200,0.915,671,828,81.039,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,44369,4,0.3-0.4,219030,17522400,1.003,666,815,81.718,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,48194,6,0.3-0.4,219030,17522400,0.847,666,815,81.718,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,34822,8,0.3-0.4,248430,19874400,0.848,646,815,79.264,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,42168,5,0.3-0.4,230790,18463200,0.771,646,803,80.448,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,49488,9,0.3-0.4,201390,16111200,0.884,678,815,83.190,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,53066,11,0.3-0.4,224910,17992800,0.884,662,815,81.227,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,50804,13,0.3-0.4,219030,17522400,0.928,669,818,81.785,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,33247,7,0.3-0.4,229320,18345600,0.809,658,814,80.835,0
20200218181057.388,10.0.1.194,8001,10.0.1.199,50732,10,0.3-0.4,216090,17287200,0.825,667,814,81.941,0
20200218181057.388,10.0.1.194,0,10.0.1.199,0,-1,0.3-0.4,2238810,179104800,1.003,6629,8152,81.317,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,50982,3,0.4-0.5,257250,20580000,1.175,635,810,78.395,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,44369,4,0.4-0.5,305760,24460800,1.213,603,811,74.353,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,48194,6,0.4-0.5,252840,20227200,0.978,657,829,79.252,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,34822,8,0.4-0.5,279300,22344000,0.682,623,813,76.630,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,42168,5,0.4-0.5,288120,23049600,0.846,619,815,75.951,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,49488,9,0.4-0.5,296940,23755200,0.754,611,813,75.154,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,53066,11,0.4-0.5,269010,21520800,0.947,639,822,77.737,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,50804,13,0.4-0.5,289590,23167200,0.805,618,815,75.828,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,33247,7,0.4-0.5,260190,20815200,1.116,637,814,78.256,0
20200218181057.489,10.0.1.194,8001,10.0.1.199,50732,10,0.4-0.5,261660,20932800,0.960,637,815,78.160,0
20200218181057.489,10.0.1.194,0,10.0.1.199,0,-1,0.4-0.5,2760660,220852800,1.213,6279,8157,76.977,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,50982,3,0.5-0.6,249900,19992000,1.273,642,812,79.064,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,44369,4,0.5-0.6,283710,22696800,0.914,626,819,76.435,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,48194,6,0.5-0.6,279300,22344000,1.111,615,805,76.398,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,34822,8,0.5-0.6,286650,22932000,0.745,618,813,76.015,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,42168,5,0.5-0.6,271950,21756000,1.014,634,819,77.411,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,49488,9,0.5-0.6,295470,23637600,0.747,612,813,75.277,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,53066,11,0.5-0.6,269010,21520800,1.064,621,804,77.239,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,50804,13,0.5-0.6,286650,22932000,0.866,626,821,76.248,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,33247,7,0.5-0.6,277830,22226400,1.080,631,820,76.951,0
20200218181057.590,10.0.1.194,8001,10.0.1.199,50732,10,0.5-0.6,270480,21638400,1.290,630,814,77.396,0
20200218181057.590,10.0.1.194,0,10.0.1.199,0,-1,0.5-0.6,2770950,221676000,1.290,6255,8140,76.843,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,50982,3,0.6-0.7,251370,20109600,1.010,640,811,78.915,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,44369,4,0.6-0.7,221970,17757600,0.851,667,818,81.540,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,48194,6,0.6-0.7,236670,18933600,0.882,653,814,80.221,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,34822,8,0.6-0.7,257250,20580000,0.540,642,817,78.580,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,42168,5,0.6-0.7,261660,20932800,0.746,636,814,78.133,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,49488,9,0.6-0.7,277830,22226400,0.609,631,820,76.951,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,53066,11,0.6-0.7,249900,19992000,0.900,650,820,79.268,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,50804,13,0.6-0.7,264600,21168000,0.693,626,806,77.667,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,33247,7,0.6-0.7,245490,19639200,0.858,648,815,79.509,0
20200218181057.691,10.0.1.194,8001,10.0.1.199,50732,10,0.6-0.7,276360,22108800,0.672,625,813,76.876,0
20200218181057.691,10.0.1.194,0,10.0.1.199,0,-1,0.6-0.7,2543100,203448000,1.010,6418,8148,78.768,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,50982,3,0.7-0.8,276360,22108799,1.253,626,814,76.904,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,44369,4,0.7-0.8,277830,22226399,1.355,621,810,76.667,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,48194,6,0.7-0.8,261660,20932799,1.340,632,810,78.025,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,34822,8,0.7-0.8,282240,22579199,0.925,624,816,76.471,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,42168,5,0.7-0.8,296940,23755199,1.265,611,813,75.154,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,49488,9,0.7-0.8,267540,21403199,1.500,631,813,77.614,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,53066,11,0.7-0.8,242550,19403999,1.144,641,806,79.529,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,50804,13,0.7-0.8,246960,19756799,1.129,642,810,79.259,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,33247,7,0.7-0.8,270480,21638399,1.112,622,806,77.171,0
20200218181057.792,10.0.1.194,8001,10.0.1.199,50732,10,0.7-0.8,279300,22343999,1.377,619,809,76.514,0
20200218181057.792,10.0.1.194,0,10.0.1.199,0,-1,0.7-0.8,2701860,216148799,1.500,6269,8107,77.328,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,50982,3,0.8-0.9,220500,17640000,0.900,669,819,81.685,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,44369,4,0.8-0.9,220500,17640000,0.860,663,813,81.550,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,48194,6,0.8-0.9,248430,19874400,0.873,644,813,79.213,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,34822,8,0.8-0.9,214620,17169600,0.743,666,812,82.020,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,42168,5,0.8-0.9,224910,17992800,0.718,666,819,81.319,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,49488,9,0.8-0.9,227850,18228000,0.805,655,810,80.864,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,53066,11,0.8-0.9,241080,19286400,1.033,655,819,79.976,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,50804,13,0.8-0.9,217560,17404800,0.815,671,819,81.929,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,33247,7,0.8-0.9,241080,19286400,1.020,654,818,79.951,0
20200218181057.893,10.0.1.194,8001,10.0.1.199,50732,10,0.8-0.9,241080,19286400,0.893,653,817,79.927,0
20200218181057.893,10.0.1.194,0,10.0.1.199,0,-1,0.8-0.9,2297610,183808800,1.033,6596,8159,80.843,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,50982,3,0.9-1.0,267540,21403200,0.740,629,811,77.559,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,44369,4,0.9-1.0,273420,21873600,1.067,632,818,77.262,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,48194,6,0.9-1.0,286650,22932000,1.081,623,818,76.161,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,34822,8,0.9-1.0,308700,24696000,0.789,610,820,74.390,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,42168,5,0.9-1.0,257250,20580000,1.175,631,806,78.288,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,49488,9,0.9-1.0,301350,24108000,0.587,611,816,74.877,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,53066,11,0.9-1.0,271950,21756000,0.728,623,808,77.104,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,50804,13,0.9-1.0,276360,22108800,0.760,633,821,77.101,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,33247,7,0.9-1.0,289590,23167200,1.028,620,817,75.887,0
20200218181057.994,10.0.1.194,8001,10.0.1.199,50732,10,0.9-1.0,311640,24931200,0.740,609,821,74.178,0
20200218181057.994,10.0.1.194,0,10.0.1.199,0,-1,0.9-1.0,2844450,227556000,1.175,6221,8156,76.275,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,50982,3,1.0-1.1,249900,19991999,1.226,640,810,79.012,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,44369,4,1.0-1.1,229320,18345599,0.992,647,803,80.573,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,48194,6,1.0-1.1,261660,20932799,1.214,633,811,78.052,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,34822,8,1.0-1.1,226380,18110399,1.285,648,802,80.798,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,42168,5,1.0-1.1,263130,21050399,1.013,636,815,78.037,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,49488,9,1.0-1.1,258720,20697599,1.077,632,808,78.218,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,53066,11,1.0-1.1,245490,19639199,1.233,647,814,79.484,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,50804,13,1.0-1.1,239610,19168799,1.253,637,800,79.625,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,33247,7,1.0-1.1,233730,18698399,1.361,651,810,80.370,0
20200218181058.075,10.0.1.194,8001,10.0.1.199,50732,10,1.0-1.1,230790,18463199,1.351,646,803,80.448,0
20200218181058.075,10.0.1.194,0,10.0.1.199,0,-1,1.0-1.1,2438730,195098399,1.361,6417,8076,79.458,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,50982,3,1.1-1.2,232260,18580800,0.995,654,812,80.542,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,44369,4,1.1-1.2,241080,19286400,1.084,660,824,80.097,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,48194,6,1.1-1.2,221970,17757600,1.196,659,810,81.358,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,34822,8,1.1-1.2,205800,16464000,1.070,676,816,82.843,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,42168,5,1.1-1.2,263130,21050400,0.994,637,816,78.064,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,49488,9,1.1-1.2,220500,17640000,0.891,666,816,81.618,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,53066,11,1.1-1.2,211680,16934400,0.849,672,816,82.353,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,50804,13,1.1-1.2,224910,17992800,1.220,675,828,81.522,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,33247,7,1.1-1.2,271950,21756000,0.951,626,811,77.189,0
20200218181058.176,10.0.1.194,8001,10.0.1.199,50732,10,1.1-1.2,220500,17640000,0.887,669,819,81.685,0
20200218181058.176,10.0.1.194,0,10.0.1.199,0,-1,1.1-1.2,2313780,185102400,1.220,6594,8168,80.730,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,50982,3,1.2-1.3,310170,24813599,1.213,606,817,74.174,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,44369,4,1.2-1.3,298410,23872799,1.103,608,811,74.969,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,48194,6,1.2-1.3,335160,26812799,0.896,589,817,72.093,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,34822,8,1.2-1.3,348390,27871199,0.923,583,820,71.098,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,42168,5,1.2-1.3,336630,26930399,0.823,583,812,71.798,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,49488,9,1.2-1.3,294000,23519999,0.943,616,816,75.490,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,53066,11,1.2-1.3,338100,27047999,0.843,580,810,71.605,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,50804,13,1.2-1.3,316050,25283999,1.061,587,802,73.192,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,33247,7,1.2-1.3,288120,23049599,0.871,622,818,76.039,0
20200218181058.277,10.0.1.194,8001,10.0.1.199,50732,10,1.2-1.3,321930,25754399,0.904,600,819,73.260,0
20200218181058.277,10.0.1.194,0,10.0.1.199,0,-1,1.2-1.3,3186960,254956799,1.213,5974,8142,73.373,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,50982,3,1.3-1.4,192570,15405600,1.421,673,804,83.706,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,44369,4,1.3-1.4,194040,15523200,1.227,672,804,83.582,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,48194,6,1.3-1.4,196980,15758400,1.471,670,804,83.333,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,34822,8,1.3-1.4,201390,16111200,1.294,678,815,83.190,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,42168,5,1.3-1.4,196980,15758400,1.275,675,809,83.436,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,49488,9,1.3-1.4,177870,14229600,1.112,685,806,84.988,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,53066,11,1.3-1.4,186690,14935200,1.402,691,818,84.474,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,50804,13,1.3-1.4,210210,16816800,1.540,684,827,82.709,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,33247,7,1.3-1.4,211680,16934400,1.444,665,809,82.200,0
20200218181058.378,10.0.1.194,8001,10.0.1.199,50732,10,1.3-1.4,201390,16111200,0.997,671,808,83.045,0
20200218181058.378,10.0.1.194,0,10.0.1.199,0,-1,1.3-1.4,1969800,157584000,1.540,6764,8104,83.465,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,50982,3,1.4-1.5,267540,21403199,1.378,638,820,77.805,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,44369,4,1.4-1.5,261660,20932799,1.289,642,820,78.293,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,48194,6,1.4-1.5,264600,21167999,1.184,641,821,78.076,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,34822,8,1.4-1.5,285180,22814399,0.856,626,820,76.341,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,42168,5,1.4-1.5,279300,22343999,0.788,634,824,76.942,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,49488,9,1.4-1.5,248430,19874399,1.800,651,820,79.390,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,53066,11,1.4-1.5,264600,21167999,1.418,637,817,77.968,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,50804,13,1.4-1.5,258720,20697599,1.091,620,796,77.889,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,33247,7,1.4-1.5,266070,21285599,1.189,626,807,77.571,0
20200218181058.479,10.0.1.194,8001,10.0.1.199,50732,10,1.4-1.5,280770,22461599,0.859,616,807,76.332,0
20200218181058.479,10.0.1.194,0,10.0.1.199,0,-1,1.4-1.5,2676870,214149599,1.800,6331,8152,77.662,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,50982,3,1.5-1.6,214620,17169599,1.149,674,820,82.195,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,44369,4,1.5-1.6,229320,18345599,0.757,657,813,80.812,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,48194,6,1.5-1.6,227850,18227999,0.878,663,818,81.051,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,34822,8,1.5-1.6,233730,18698399,0.838,643,802,80.175,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,42168,5,1.5-1.6,202860,16228799,1.123,673,811,82.984,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,49488,9,1.5-1.6,236670,18933599,1.272,654,815,80.245,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,53066,11,1.5-1.6,242550,19403999,1.091,646,811,79.655,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,50804,13,1.5-1.6,233730,18698399,1.190,668,827,80.774,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,33247,7,1.5-1.6,208740,16699199,0.967,681,823,82.746,0
20200218181058.580,10.0.1.194,8001,10.0.1.199,50732,10,1.5-1.6,245490,19639199,0.834,660,827,79.807,0
20200218181058.580,10.0.1.194,0,10.0.1.199,0,-1,1.5-1.6,2275560,182044799,1.272,6619,8167,81.046,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,50982,3,1.6-1.7,276360,22108800,0.793,623,811,76.819,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,44369,4,1.6-1.7,241080,19286400,0.779,657,821,80.024,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,48194,6,1.6-1.7,233730,18698400,0.847,656,815,80.491,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,34822,8,1.6-1.7,219030,17522400,1.345,666,815,81.718,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,42168,5,1.6-1.7,255780,20462400,1.068,638,812,78.571,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,49488,9,1.6-1.7,255780,20462400,0.835,641,815,78.650,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,53066,11,1.6-1.7,224910,17992800,1.014,660,813,81.181,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,50804,13,1.6-1.7,216090,17287200,1.086,660,807,81.784,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,33247,7,1.6-1.7,227850,18228000,0.927,657,812,80.911,0
20200218181058.681,10.0.1.194,8001,10.0.1.199,50732,10,1.6-1.7,230790,18463200,0.653,650,807,80.545,0
20200218181058.681,10.0.1.194,0,10.0.1.199,0,-1,1.6-1.7,2381400,190512000,1.345,6508,8128,80.069,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,50982,3,1.7-1.8,301350,24107999,1.306,606,811,74.723,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,44369,4,1.7-1.8,329280,26342399,1.182,585,809,72.311,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,48194,6,1.7-1.8,330750,26459999,1.406,584,809,72.188,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,34822,8,1.7-1.8,321930,25754399,0.876,602,821,73.325,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,42168,5,1.7-1.8,354270,28341599,0.850,567,808,70.173,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,49488,9,1.7-1.8,296940,23755199,0.903,611,813,75.154,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,53066,11,1.7-1.8,330750,26459999,1.243,592,817,72.460,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,50804,13,1.7-1.8,332220,26577599,0.711,582,808,72.030,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,33247,7,1.7-1.8,316050,25283999,0.997,599,814,73.587,0
20200218181058.782,10.0.1.194,8001,10.0.1.199,50732,10,1.7-1.8,323400,25871999,0.980,596,816,73.039,0
20200218181058.782,10.0.1.194,0,10.0.1.199,0,-1,1.7-1.8,3236940,258955199,1.406,5924,8126,72.902,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,50982,3,1.8-1.9,252840,20227200,0.910,646,818,78.973,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,44369,4,1.8-1.9,260190,20815200,0.674,641,818,78.362,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,48194,6,1.8-1.9,271950,21756000,0.792,633,818,77.384,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,34822,8,1.8-1.9,282240,22579200,0.800,619,811,76.326,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,42168,5,1.8-1.9,255780,20462400,1.164,646,820,78.780,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,49488,9,1.8-1.9,276360,22108800,0.991,625,813,76.876,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,53066,11,1.8-1.9,254310,20344800,0.722,638,811,78.668,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,50804,13,1.8-1.9,263130,21050400,0.976,638,817,78.091,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,33247,7,1.8-1.9,271950,21756000,0.716,634,819,77.411,0
20200218181058.883,10.0.1.194,8001,10.0.1.199,50732,10,1.8-1.9,261660,20932800,0.659,634,812,78.079,0
20200218181058.883,10.0.1.194,0,10.0.1.199,0,-1,1.8-1.9,2650410,212032800,1.164,6354,8157,77.896,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,50982,3,1.9-2.0,194040,15523199,1.379,679,811,83.724,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,44369,4,1.9-2.0,210210,16816799,1.113,671,814,82.432,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,48194,6,1.9-2.0,194040,15523199,1.038,679,811,83.724,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,34822,8,1.9-2.0,199920,15993599,1.165,674,810,83.210,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,42168,5,1.9-2.0,173460,13876799,1.496,692,810,85.432,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,49488,9,1.9-2.0,185220,14817599,1.512,690,816,84.559,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,53066,11,1.9-2.0,191100,15287999,1.281,694,824,84.223,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,50804,13,1.9-2.0,207270,16581599,1.404,671,812,82.635,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,33247,7,1.9-2.0,191100,15287999,1.292,680,810,83.951,0
20200218181058.984,10.0.1.194,8001,10.0.1.199,50732,10,1.9-2.0,180810,14464799,1.408,686,809,84.796,0
20200218181058.984,10.0.1.194,0,10.0.1.199,0,-1,1.9-2.0,1927170,154173599,1.512,6816,8127,83.869,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,50982,3,2.0-2.1,219030,17522399,1.306,663,812,81.650,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,44369,4,2.0-2.1,251370,20109599,0.864,637,808,78.837,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,48194,6,2.0-2.1,252840,20227199,1.082,643,815,78.896,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,34822,8,2.0-2.1,238140,19051199,1.218,645,807,79.926,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,42168,5,2.0-2.1,257250,20579999,0.916,639,814,78.501,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,49488,9,2.0-2.1,213150,17051999,0.878,661,806,82.010,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,53066,11,2.0-2.1,224910,17992799,1.047,646,799,80.851,0
20200218181059.085,10.0.1.194,8001,10.0.1.199,50804,13,2.0-2.1,239610,19168799,1.323,658,821,80.146,0
