20200214175411268 154621440
20200214175411349 161779840
20200214175411450 181823360
20200214175411571 148178879
20200214175411652 125272000
20200214175411753 168938240
20200214175411854 127419520
20200214175411955 136725439
20200214175412056 63709760
20200214175412157 160348160
20200214175412258 135293759
20200214175412359 133862080
20200214175412460 89479999
20200214175412561 82321600
20200214175412662 63709759
20200214175412763 122408639
20200214175412864 160348160
20200214175412965 69436479
20200214175413065 143883840
20200214175413166 58698879
20200214175413267 47245439
20200214175413368 113818559
20200214175413449 65141440
20200214175413550 204014399
20200214175413651 83037439
20200214175413751 92343359
20200214175413852 79458239
20200214175413953 143883840
20200214175414054 99501759
20200214175414155 99501759
20200214175414256 92343359
20200214175414357 138872959
20200214175414457 87332480
20200214175414558 128135359
20200214175414639 174664959
20200214175414760 37939519
20200214175414861 68720639
20200214175414942 126703680
20200214175415063 128851199
20200214175415164 168938239
20200214175415265 178244160
20200214175415345 130998719
20200214175415446 136009600
20200214175415567 105228479
20200214175415628 56551360
20200214175415749 139588800
20200214175415850 146031359
20200214175415971 144599680
20200214175416052 115966079
20200214175416153 11453440
20200214175416253 103080960
20200214175416374 119545279
20200214175416455 152473920
20200214175416556 111671039
20200214175416657 79458240
20200214175416758 26486080
20200214175416859 100217599
20200214175416960 102365120
20200214175417060 15748479
20200214175417161 66573120
20200214175417262 78742400
20200214175417363 125987839
20200214175417464 90195840
20200214175417565 130998719
20200214175417646 71584000
20200214175417767 118113600
20200214175417847 72299839
20200214175417948 67288960
20200214175418069 128851199
20200214175418150 82321600
20200214175418251 126703680
20200214175418352 176812479
20200214175418453 43666240
20200214175418554 70152319
20200214175418654 126703680
20200214175418775 44382080
20200214175418856 3579199
20200214175418957 78026560
20200214175419058 156768959
20200214175419159 57983040
20200214175419260 109523520
20200214175419360 74447360
20200214175419461 47245439
20200214175419562 47245440
20200214175419663 20759360
20200214175419764 128851200
20200214175419865 88764160
20200214175419945 125271999
20200214175420046 97354240
20200214175420167 31496960
20200214175420248 47961280
20200214175420349 110239360
20200214175420470 74447359
20200214175420551 22191040
20200214175420672 81605760
20200214175420752 60846400
20200214175420853 1431680
20200214175420954 36507839
20200214175421055 0
20200214175421156 31496960
20200214175421257 119545280
