20200214161033.335,10.0.1.194,5001,10.0.1.190,42086,4,0.0-0.1,465296,37223680
20200214161033.335,10.0.1.194,5001,10.0.1.190,42088,5,0.0-0.1,1691172,135293760
20200214161033.335,10.0.1.194,5001,10.0.1.190,42090,6,0.0-0.1,501088,40087040
20200214161033.335,10.0.1.194,5001,10.0.1.190,42092,8,0.0-0.1,3024424,241953920
20200214161033.335,10.0.1.194,5001,10.0.1.190,42094,7,0.0-0.1,2263844,181107520
20200214161033.335,10.0.1.194,5001,10.0.1.190,42096,9,0.0-0.1,492140,39371200
20200214161033.335,10.0.1.194,5001,10.0.1.190,42098,11,0.0-0.1,474244,37939520
20200214161033.335,10.0.1.194,5001,10.0.1.190,42100,12,0.0-0.1,1664328,133146240
20200214161033.335,10.0.1.194,5001,10.0.1.190,42102,15,0.0-0.1,492140,39371200
20200214161033.335,10.0.1.194,5001,10.0.1.190,42104,10,0.0-0.1,1682224,134577920
20200214161033.335,10.0.1.194,0,10.0.1.190,0,-1,0.0-0.1,12750900,1020072000
20200214161033.436,10.0.1.194,5001,10.0.1.190,42086,4,0.1-0.2,554776,44382080
20200214161033.436,10.0.1.194,5001,10.0.1.190,42088,5,0.1-0.2,1503264,120261120
20200214161033.436,10.0.1.194,5001,10.0.1.190,42090,6,0.1-0.2,572672,45813760
20200214161033.436,10.0.1.194,5001,10.0.1.190,42092,8,0.1-0.2,3140748,251259840
20200214161033.436,10.0.1.194,5001,10.0.1.190,42094,7,0.1-0.2,1888028,151042240
20200214161033.436,10.0.1.194,5001,10.0.1.190,42096,9,0.1-0.2,644256,51540480
20200214161033.436,10.0.1.194,5001,10.0.1.190,42098,11,0.1-0.2,518984,41518720
20200214161033.436,10.0.1.194,5001,10.0.1.190,42100,12,0.1-0.2,1548004,123840320
20200214161033.436,10.0.1.194,5001,10.0.1.190,42102,15,0.1-0.2,483192,38655360
20200214161033.436,10.0.1.194,5001,10.0.1.190,42104,10,0.1-0.2,1565900,125272000
20200214161033.436,10.0.1.194,0,10.0.1.190,0,-1,0.1-0.2,12419824,993585920
20200214161033.537,10.0.1.194,5001,10.0.1.190,42086,4,0.2-0.3,706892,56551360
20200214161033.537,10.0.1.194,5001,10.0.1.190,42088,5,0.2-0.3,1494316,119545280
20200214161033.537,10.0.1.194,5001,10.0.1.190,42090,6,0.2-0.3,599516,47961280
20200214161033.537,10.0.1.194,5001,10.0.1.190,42092,8,0.2-0.3,2872308,229784640
20200214161033.537,10.0.1.194,5001,10.0.1.190,42094,7,0.2-0.3,1494316,119545280
20200214161033.537,10.0.1.194,5001,10.0.1.190,42096,9,0.2-0.3,894800,71584000
20200214161033.537,10.0.1.194,5001,10.0.1.190,42098,11,0.2-0.3,644256,51540480
20200214161033.537,10.0.1.194,5001,10.0.1.190,42100,12,0.2-0.3,1494316,119545280
20200214161033.537,10.0.1.194,5001,10.0.1.190,42102,15,0.2-0.3,635308,50824640
20200214161033.537,10.0.1.194,5001,10.0.1.190,42104,10,0.2-0.3,1503264,120261120
20200214161033.537,10.0.1.194,0,10.0.1.190,0,-1,0.2-0.3,12339292,987143360
20200214161033.638,10.0.1.194,5001,10.0.1.190,42086,4,0.3-0.4,653204,52256319
20200214161033.638,10.0.1.194,5001,10.0.1.190,42088,5,0.3-0.4,1503264,120261119
20200214161033.638,10.0.1.194,5001,10.0.1.190,42090,6,0.3-0.4,545828,43666239
20200214161033.638,10.0.1.194,5001,10.0.1.190,42092,8,0.3-0.4,3006528,240522239
20200214161033.638,10.0.1.194,5001,10.0.1.190,42094,7,0.3-0.4,1503264,120261119
20200214161033.638,10.0.1.194,5001,10.0.1.190,42096,9,0.3-0.4,939540,75163199
20200214161033.638,10.0.1.194,5001,10.0.1.190,42098,11,0.3-0.4,671100,53687999
20200214161033.638,10.0.1.194,5001,10.0.1.190,42100,12,0.3-0.4,1512212,120976959
20200214161033.638,10.0.1.194,5001,10.0.1.190,42102,15,0.3-0.4,608464,48677119
20200214161033.638,10.0.1.194,5001,10.0.1.190,42104,10,0.3-0.4,1440628,115250239
20200214161033.638,10.0.1.194,0,10.0.1.190,0,-1,0.3-0.4,12384032,990722559
20200214161033.739,10.0.1.194,5001,10.0.1.190,42086,4,0.4-0.5,706892,56551360
20200214161033.739,10.0.1.194,5001,10.0.1.190,42088,5,0.4-0.5,1440628,115250240
20200214161033.739,10.0.1.194,5001,10.0.1.190,42090,6,0.4-0.5,688996,55119680
20200214161033.739,10.0.1.194,5001,10.0.1.190,42092,8,0.4-0.5,2881256,230500480
20200214161033.739,10.0.1.194,5001,10.0.1.190,42094,7,0.4-0.5,1440628,115250240
20200214161033.739,10.0.1.194,5001,10.0.1.190,42096,9,0.4-0.5,1037968,83037440
20200214161033.739,10.0.1.194,5001,10.0.1.190,42098,11,0.4-0.5,635308,50824640
20200214161033.739,10.0.1.194,5001,10.0.1.190,42100,12,0.4-0.5,1440628,115250240
20200214161033.740,10.0.1.194,5001,10.0.1.190,42102,15,0.4-0.5,644256,51540480
20200214161033.740,10.0.1.194,5001,10.0.1.190,42104,10,0.4-0.5,1449576,115966080
20200214161033.740,10.0.1.194,0,10.0.1.190,0,-1,0.4-0.5,12366136,989290880
20200214161033.841,10.0.1.194,5001,10.0.1.190,42086,4,0.5-0.6,644256,51540480
20200214161033.841,10.0.1.194,5001,10.0.1.190,42088,5,0.5-0.6,1440628,115250240
20200214161033.841,10.0.1.194,5001,10.0.1.190,42090,6,0.5-0.6,697944,55835520
20200214161033.841,10.0.1.194,5001,10.0.1.190,42092,8,0.5-0.6,2934944,234795520
20200214161033.841,10.0.1.194,5001,10.0.1.190,42094,7,0.5-0.6,1440628,115250240
20200214161033.841,10.0.1.194,5001,10.0.1.190,42096,9,0.5-0.6,1082708,86616640
20200214161033.841,10.0.1.194,5001,10.0.1.190,42098,11,0.5-0.6,653204,52256320
20200214161033.841,10.0.1.194,5001,10.0.1.190,42100,12,0.5-0.6,1431680,114534400
