20200218163345737 971625920
20200218163345798 990006720
20200218163345960 625413120
20200218163346041 511573759
20200218163346142 812014400
20200218163346244 594863040
20200218163346345 691501440
20200218163346446 230500479
20200218163346547 10737600
20200218163346648 44382080
20200218163346749 39371199
20200218163346850 10737600
20200218163346951 24338559
20200218163347052 9305920
20200218163347154 65141439
20200218163347255 694364799
20200218163347356 765232960
20200218163347437 221194559
20200218163347538 618740800
20200218163347639 748768639
20200218163347760 364362559
20200218163347841 35076159
20200218163347942 25054400
20200218163348043 31496959
20200218163348145 13600959
20200218163348246 17180159
20200218163348347 17180159
20200218163348448 715840
20200218163348549 29349439
20200218163348650 18611839
20200218163348751 158200639
20200218163348832 721566719
20200218163348953 642108480
20200218163349054 317832959
20200218163349155 10021759
20200218163349256 29349439
20200218163349357 1431679
20200218163349438 2147520
20200218163349539 5726719
20200218163349640 43666239
20200218163349741 511109760
20200218163349863 664299519
20200218163349944 60846400
20200218163350045 37939519
20200218163350146 14316800
20200218163350247 86616640
20200218163350348 819636799
20200218163350449 709397440
20200218163350550 115966079
20200218163350651 738031040
20200218163350752 806035840
20200218163350854 785740479
20200218163350955 756894720
20200218163351056 526142399
20200218163351137 26486080
20200218163351258 17896000
20200218163351360 0
20200218163351461 15032640
20200218163351542 500372159
20200218163351663 586988800
20200218163351744 36507840
20200218163351845 371520959
20200218163351926 781697280
20200218163352047 610611519
20200218163352149 720850880
20200218163352250 806035840
20200218163352351 803888319
20200218163352452 801024960
20200218163352533 764981119
20200218163352634 795550080
20200218163352756 811762560
20200218163352857 770959679
20200218163352938 807467520
20200218163353059 448831679
20200218163353160 256986560
20200218163353241 638529280
20200218163353342 750916159
20200218163353443 785276480
20200218163353524 825363519
20200218163353645 792434880
20200218163353747 811046720
20200218163353828 780981440
20200218163353929 816057599
20200218163354050 522563200
20200218163354151 21475200
20200218163354252 715840
20200218163354353 0
20200218163354434 7158399
20200218163354555 715840
20200218163354636 5726720
20200218163354757 92343360
20200218163354838 0
20200218163354939 1431679
20200218163355040 2147520
20200218163355141 0
20200218163355242 89480000
20200218163355344 526858240
20200218163355445 801024959
20200218163355546 560502720
20200218163355647 8590080
20200218163355748 505383040
20200218163355829 812478400
20200218163355951 210456959
20200218163356052 12169280
20200218163356133 51540480
20200218163356234 25054400
20200218163356355 52972160
20200218163356456 4295039
20200218163356537 26486080
20200218163356658 728725120
20200218163356739 705818240
20200218163356861 794582400
20200218163356942 836101119
20200218163357043 760222080
20200218163357124 791003200
20200218163357225 783844800
20200218163357326 789571520
20200218163357447 787423999
20200218163357549 787424000
20200218163357650 772391360
20200218163357731 791719040
20200218163357852 227637120
20200218163357933 3579199
20200218163358054 35076160
20200218163358155 17896000
20200218163358256 27917760
20200218163358357 198287680
20200218163358459 27917759
20200218163358539 12885120
20200218163358661 65141440
20200218163358742 452410880
20200218163358843 236943040
20200218163358944 25770239
20200218163359045 22906880
20200218163359146 7874240
20200218163359247 5726720
20200218163359348 18611840
20200218163359449 10021759
20200218163359550 75879040
20200218163359651 16464320
20200218163359752 45813760
20200218163359833 585557120
20200218163359955 696512319
20200218163400056 22906880
20200218163400157 85184960
20200218163400238 68004800
20200218163400339 20043520
